SALIC;TITULO_PROJETO;MUNICIPIO_PROPONENTE;UF_PROPONENTE;SITUACAO_REGISTRO;CNPJ_PROPONENTE;RAZAO_SOCIAL_PROPONENTE;LEI_8313;ART1;ART1A;ART3;ART3A;ART39;FUNCINES;TOTAL_CAPTADO;DT_APROVACAO_CAPTACAO;DT_1_LIBERACAO
13-0340;Espaço Além - Marina Abramovic e o Brasil (Ex- A Corrente - Marina Abramovic no Brasil);SÃO PAULO;SP;DEFERIDO;06.228.927/0001-60;CASA REDONDA PRODUCOES CULTURAIS EIRELI;0,0;150000,0;0,0;0,0;0,0;0,0;0,0;150000,0;06/09/2013;22/05/2015
17-0171;meu querido super mercado;SÃO PAULO;SP;DEFERIDO;06.228.927/0001-60;CASA REDONDA PRODUCOES CULTURAIS EIRELI;0,0;0,0;0,0;0,0;150000,0;0,0;0,0;150000,0;26/04/2017;19/09/2018
07-0434;Mais Uma Noite;SÃO PAULO;SP;DEFERIDO;06.231.184/0001-87;BEL BERLINCK PRODUÇÕES CINEMATOGRÁFICAS LTDA;0,0;0,0;80000,0;0,0;0,0;0,0;0,0;80000,0;27/12/2007;06/03/2008
12-0500;Brasil / África - Um Elo Natural;BRASÍLIA;DF;IRREGULAR;06.242.683/0001-70;DG CONSULTORIA E COMUNICAÇÃO AMBIENTAL LTDA.;0,0;0,0;1813860,0;0,0;0,0;0,0;0,0;1813860,0;11/01/2013;31/05/2013
17-0641;WILD - REDE SELVAGEM (EX REDE SELVAGEM - W.WILD.W);BRASÍLIA;DF;IRREGULAR;06.242.683/0001-70;DG CONSULTORIA E COMUNICAÇÃO AMBIENTAL LTDA.;0,0;0,0;0,0;0,0;200000,0;0,0;0,0;200000,0;17/11/2017;06/02/2018
13-0454;O Dia Que Durou 21 Anos 2 Anos das Sombras;SÃO PAULO;SP;DEFERIDO;06.247.686/0001-04;PEQUI FILMES LTDA;0,0;0,0;700000,0;0,0;200000,0;0,0;0,0;900000,0;19/11/2013;21/11/2016
09-0047;A Quente! - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;06.263.322/0001-00;LAPSO 49 PRODUÇÕES ARTISTICAS LTDA;0,0;0,0;0,0;19999,97;0,0;0,0;0,0;19999,97;15/04/2009;04/06/2009
09-0048;Disparos (Ex - A Quente!);RIO DE JANEIRO;RJ;DEFERIDO;06.263.322/0001-00;LAPSO 49 PRODUÇÕES ARTISTICAS LTDA;0,0;0,0;1000276,0;142552,69;0,0;0,0;0,0;1142828,69;08/04/2009;15/04/2010
19-0208;Porto Caribe;BELÉM;PA;DEFERIDO;06.267.302/0001-07;SEND MUSIC PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;1220000,0;0,0;350000,0;0,0;0,0;1570000,0;31/05/2019;18/01/2023
22-0304;Pará Musical;BELÉM;PA;DEFERIDO;06.267.302/0001-07;SEND MUSIC PRODUÇÕES ARTÍSTICAS LTDA;0,0;0,0;0,0;0,0;628902,5;0,0;0,0;628902,5;15/06/2022;07/12/2022
07-0479;C.U.B.A;SÃO PAULO;SP;DEFERIDO;06.267.762/0001-35;AIA PRODUÇÕES LTDA;0,0;0,0;270900,0;0,0;0,0;0,0;0,0;270900,0;28/12/2007;25/09/2008
04-0295;Pixote In Memoriam          Ex. Pixote: 20 Anos Depois;SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;0,0;100000,0;0,0;0,0;0,0;0,0;0,0;100000,0;14/01/2005;23/06/2006
05-0053;13 MINUTOS;SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;60000,0;0,0;0,0;0,0;0,0;0,0;0,0;60000,0;02/06/2005;12/12/2005
09-0195;Dominguinhos (Ex- Dominguinhos - Volta e Meia);SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;0,0;0,0;774373,5;0,0;0,0;0,0;0,0;774373,5;24/07/2009;01/04/2011
15-0264;Minha Vida e Um Circo (My Life is Circus);SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;0,0;0,0;0,0;0,0;0,0;1617234,0;0,0;1617234,0;25/06/2015;10/03/2016
22-0357;Acende a Luz;SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28/06/2022;03/01/2023
19-0168;Minha Vida é um Circo - Segunda Temporada;SÃO PAULO;SP;DEFERIDO;06.323.379/0001-57;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31/05/2019;30/08/2022
12-0204;Vencer na Vida (Ex: CLASSE EMERGENTE);SÃO PAULO;SP;DEFERIDO;06.814.372/0001-38;ARTE PRODUÇÃO E ADMINISTRAÇÃO DE EMPREENDIMENTOS CULTURAIS LTDA;0,0;0,0;600000,0;0,0;0,0;0,0;0,0;600000,0;19/02/2013;20/08/2014
17-0271;A Irmandade;TERESINA;PI;DEFERIDO;06.842.017/0001-72;FRAMMELLO PRODUÇÕES AUDIOVISUAIS LTDA.;0,0;0,0;0,0;0,0;150000,0;0,0;0,0;150000,0;02/06/2017;01/08/2018
11-0484;Série Batuques;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;29/02/2012;20/04/2012
14-0058;Brasil, DNA - África ;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;500000,0;0,0;300000,0;0,0;0,0;800000,0;19/02/2014;18/01/2017
15-0270;DEU MATCH!;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;0,0;0,0;0,0;828312,98;0,0;828312,98;26/06/2015;08/12/2015
15-0573;Poesia e prosa com Maria Bethânia (Ex-Poesia);BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;05/11/2015;06/01/2017
15-0624;ERA UMA VEZ UMA HISTÓRIA (Ex- A História não escrita );BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;2000000,0;0,0;0,0;0,0;0,0;2000000,0;26/11/2015;16/03/2017
14-0405;Mil Dias - Uma Saga Brasileira (Ex- Juscelino);BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;1990000,0;0,0;0,0;1000000,0;0,0;2990000,0;14/10/2014;02/03/2017
16-0397;O RISO DE ARIANO;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;2395000,0;0,0;2000000,0;0,0;0,0;4395000,0;29/07/2016;31/08/2018
16-0252;LIVRO VIVO;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;500000,0;0,0;0,0;0,0;0,0;500000,0;15/06/2016;19/06/2017
16-0171;DEU MATCH! - 2º TEMPORADA;BRASÍLIA;DF;DEFERIDO;06.900.652/0001-69;BSB SERVIÇOS CINEGROUP LTDA;0,0;0,0;0,0;0,0;0,0;1371949,48;0,0;1371949,48;13/05/2016;24/11/2016
13-0264;Documentário Samba & Jazz: Rio de Janeiro - New Orleans;SÃO PAULO;SP;DEFERIDO;06.935.870/0001-39;JEFF & SPORTS MARKETING E COMUNICAÇÃO;0,0;0,0;250000,0;0,0;0,0;0,0;0,0;250000,0;08/08/2013;07/05/2014
05-0409;Descaminhos;BELO HORIZONTE;MG;IRREGULAR;06.938.601/0001-26;ARTE & MOVIMENTO PRODUÇÕES LTDA;0,0;500000,0;0,0;0,0;0,0;0,0;0,0;500000,0;16/12/2005;11/04/2006
09-0381;Quebrando o Tabu  (Ex - Rompendo o Silêncio);SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;2711360,37;0,0;0,0;0,0;0,0;2711360,37;16/11/2009;29/11/2010
13-0279;Na Quebrada (Ex - Projeto Criar);SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;400000,0;0,0;550000,0;0,0;0,0;950000,0;08/08/2013;03/07/2015
13-0400;Sabores de Abraão;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;2818721,53;0,0;0,0;0,0;0,0;2818721,53;21/10/2013;09/08/2018
11-0420;ABE (EX CAFÉ JERUSALÉM) ;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;4000000,0;0,0;0,0;0,0;0,0;4000000,0;06/03/2012;19/05/2017
17-0499;Agenda Quebrando O Tabu;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;0,0;0,0;2200000,0;0,0;0,0;2200000,0;22/09/2017;12/03/2018
20-0024;Sociedade do Cansaço;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;0,0;0,0;2685927,35;0,0;0,0;2685927,35;14/04/2020;21/01/2021
18-0940;Quebrando o Tabu - 2ª Temporada;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;0,0;0,0;1935520,94;0,0;0,0;1935520,94;13/12/2018;31/07/2019
20-0093;O Poder do Feminino;SÃO PAULO;SP;DEFERIDO;06.945.371/0001-22;SPRAY FILMES S.A.;0,0;0,0;0,0;0,0;2394324,84;0,0;0,0;2394324,84;19/08/2020;18/10/2021
14-0071;SOS Pé na Bunda;RIO DE JANEIRO;RJ;IRREGULAR;06.967.225/0001-06;LOSBRAGAS PRODUÇÕES LTDA;0,0;0,0;700000,0;0,0;0,0;0,0;0,0;700000,0;26/02/2014;11/12/2014
15-0304;Primeiro Bailarino/London Thiago Soares;RIO DE JANEIRO;RJ;IRREGULAR;06.967.225/0001-06;LOSBRAGAS PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;798000,0;0,0;798000,0;31/07/2015;21/10/2015
17-0492;LINHA DE FRENTE (EX FRONTEIRAS);RIO DE JANEIRO;RJ;IRREGULAR;06.967.225/0001-06;LOSBRAGAS PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;200000,0;0,0;0,0;200000,0;22/09/2017;14/11/2017
17-0299;ELOGIO DA LIBERDADE;RIO DE JANEIRO;RJ;IRREGULAR;06.967.225/0001-06;LOSBRAGAS PRODUÇÕES LTDA;0,0;0,0;0,0;0,0;0,0;798000,0;0,0;798000,0;20/06/2017;24/01/2018
20-0102;Tudo Que Você Não Soube (Sobre FY);RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;503904,0;0,0;0,0;503904,0;22/09/2020;15/08/2022
21-0036;Em Meu Nome;RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;1366840,0;0,0;0,0;1366840,0;18/05/2021;08/02/2022
18-0828;Prazer Em Conhecer;RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;217882,5;0,0;0,0;217882,5;05/11/2018;22/08/2019
14-0351;SILÊNCIO NO ESTÚDIO (Ex- Simplesmente Edna);RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;11/09/2014;27/04/2015
14-0307;Intolerância.doc ;RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;350000,0;0,0;0,0;350000,0;18/08/2014;25/03/2015
14-0517;Mussum, Um Filme do Cacildis!;RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;12/12/2014;13/11/2017
13-0325;Torre das Donzelas;RIO DE JANEIRO;RJ;DEFERIDO;06.992.833/0001-62;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;0,0;0,0;140000,0;0,0;350000,0;0,0;0,0;490000,0;27/08/2013;05/09/2014
13-0219;Entre Abelhas (Ex - Um Homem Entre Abelhas);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;850000,0;170000,0;0,0;1900000,0;0,0;0,0;2920000,0;02/07/2013;17/06/2014
14-0045;Viver Para Lutar - Boxe e Viver Para Lutar - Jiu Jitsu (Ex - Viver Para Lutar);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;579708,0;0,0;0,0;579708,0;13/02/2014;13/12/2014
13-0499;Sítio do Picapau Amarelo - 3ª Temporada - ANIMAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;2000000,0;0,0;3000000,0;0,0;0,0;5000000,0;20/12/2013;10/06/2014
11-0532;Agora Sim (Ex - Agora Vai);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;0,0;2897503,8;0,0;2897503,8;14/05/2012;08/03/2013
10-0565;Mato sem Cachorro;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;650000,0;747000,0;675232,41;524999,98;0,0;0,0;2597232,39;30/12/2010;24/04/2012
14-0506;Nascidos Para o Combate;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;1500000,0;0,0;0,0;1500000,0;12/12/2014;16/01/2015
14-0348;VIVI VIRAVENTO - ANIMAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;1211250,0;0,0;0,0;500000,0;2284000,0;3995250,0;16/10/2014;17/03/2016
15-0332;A SECRETÁRIA DO PRESIDENTE (EX- SECRETÁRIA DO PRESIDENTE);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;637784,0;0,0;0,0;637784,0;21/07/2015;02/06/2016
15-0436;VIVER PARA LUTAR;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2998732,0;0,0;0,0;2998732,0;04/09/2015;24/02/2016
15-0491;EMERGÊNCIA PET (Ex-PET ER);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;0,0;2100016,33;0,0;2100016,33;30/09/2015;10/03/2016
16-0188;DO JIU JITSU AO MMA (EX DO BJJ AO MMA);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2999850,14;0,0;0,0;2999850,14;13/05/2016;06/01/2017
16-0588;Nascidos para o Combate - Segunda Temporada ;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2406353,9;0,0;0,0;2406353,9;20/09/2016;17/03/2017
16-0760;Fantasma de Teatro - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;150000,0;0,0;0,0;150000,0;02/12/2016;13/01/2017
16-0748;ESCOLA DE GÊNIOS - PRIMEIRA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;29/11/2016;03/05/2017
07-0506;Chico Mendes o preço da Floresta (ex-Reservas Extrativistas, 20 anos de luta pelo desenvolvimento);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;109999,15;0,0;0,0;259999,42;0,0;369998,57;28/12/2007;11/07/2008
07-0366;Descolados;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;2191283,64;0,0;0,0;0,0;0,0;2191283,64;14/12/2007;18/02/2009
06-0405;Besouro;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;3370779,0;879220,57;3000000,0;0,0;0,0;0,0;7249999,57;21/12/2006;06/03/2008
06-0232;Confia em Mim (Ex - Procura-se) (Ex - O Amor dos Outros);RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;500000,0;1305673,46;0,0;0,0;0,0;1500000,0;3305673,46;30/08/2006;25/08/2011
18-0888;ESCOLA DE GÊNIOS - 5ª TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;30/11/2018;24/05/2019
19-0050;ESCOLA DE GÊNIOS - SEXTA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;14/02/2019;21/10/2019
19-0218;NASCIDOS PARA O COMBATE - QUINTA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2406350,0;0,0;0,0;2406350,0;21/06/2019;21/02/2020
17-0173;VIVER PARA LUTAR - SEGUNDA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;26/04/2017;29/08/2017
17-0139;Draft - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;60000,0;0,0;0,0;60000,0;27/04/2017;02/10/2017
17-0269;ESCOLA DE GÊNIOS - SEGUNDA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2999853,85;0,0;0,0;2999853,85;02/06/2017;05/12/2017
17-0404;NASCIDOS PARA O COMBATE - TERCEIRA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2406350,0;0,0;0,0;2406350,0;07/08/2017;02/04/2018
17-0617;ESCOLA DE GÊNIOS - TERCEIRA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;27/10/2017;08/08/2018
18-0340;ESCOLA DE GÊNIOS - QUARTA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;06/06/2018;05/12/2018
18-0347;VIVER PARA LUTAR - TERCEIRA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;3000000,0;0,0;0,0;3000000,0;06/06/2018;18/02/2019
18-0348;NASCIDOS PARA O COMBATE - QUARTA TEMPORADA;RIO DE JANEIRO;RJ;DEFERIDO;06.998.046/0001-28;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;0,0;0,0;0,0;0,0;2406350,0;0,0;0,0;2406350,0;06/06/2018;18/02/2019
15-0496;FEVEREIROS (Ex MARIA BETHÂNIA,A MENINA DOS OLHOS DE OYÁ);RIO DE JANEIRO;RJ;DEFERIDO;07.045.026/0001-03;DEBE CONSULTORIA E PRODUCOES LTDA;0,0;0,0;119258,31;0,0;200000,0;0,0;0,0;319258,31;30/09/2015;10/05/2017
15-0552;SEQUESTRO;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;0,0;899755,45;0,0;899755,45;26/10/2015;22/02/2016
15-0339;MARCIA HAYDÉE;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;388250,0;0,0;300000,0;0,0;0,0;688250,0;28/07/2015;04/10/2016
15-0219;BELO MONTE: UM MUNDO ONDE TUDO É POSSÍVEL;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;01/06/2015;02/03/2016
17-0044;O JARDIM DOS GIRASSÓIS;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;2200000,0;600000,0;0,0;0,0;2800000,0;13/02/2017;04/09/2019
15-0701;BAÍA DOS PESADELOS;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;300000,0;0,0;0,0;300000,0;22/12/2015;02/06/2016
13-0239;O Amor e a Morte;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;403421,25;0,0;0,0;403421,25;10/07/2013;22/11/2013
12-0427;MINHA FAMA DE MAU;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;200000,0;2176000,0;638657,77;1811342,22;0,0;0,0;4825999,99;08/11/2012;13/08/2015
07-0365;As Aventuras do Pequeno Colombo (Ex - Nautilus) - ANIMAÇÃO;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;1000000,0;0,0;53044,33;1295972,22;0,0;0,0;2349016,55;05/10/2007;29/08/2012
05-0105;TARUANDÉ (EX-TODO DIA É DIA DE ÍNDIO);RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;0,0;353020,0;0,0;353020,0;30/09/2005;22/12/2005
02-4043;Panair do Brasil ;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;200000,0;0,0;0,0;0,0;0,0;0,0;200000,0;31/07/2002;30/04/2003
02-3515;METADE SEXO, METADE MUSSARELA;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;45000,0;0,0;0,0;0,0;0,0;0,0;0,0;45000,0;28/02/2002;06/09/2002
17-0270;AS AVENTURAS DO PEQUENO COLOMBO;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;220000,0;0,0;0,0;220000,0;02/06/2017;20/07/2018
17-0174;O Tom do Brasil - Antônio Carlos Jobim 90 anos - Desenvolvimento;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;120000,0;0,0;0,0;120000,0;10/05/2017;26/06/2017
21-0038;RAONI II: O GRITO DA SELVA;RIO DE JANEIRO;RJ;DEFERIDO;07.060.648/0001-00;INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME;0,0;0,0;0,0;0,0;600000,0;0,0;0,0;600000,0;18/05/2021;18/11/2022
07-0451;Ainda Orangotangos - Comercialização;PORTO ALEGRE;RS;IRREGULAR;07.088.828/0001-92;RAINER CINE LTDA;0,0;0,0;157388,65;0,0;0,0;0,0;0,0;157388,65;19/12/2007;14/05/2008
21-0088;LUPI E BADUKI - ANIMAÇÃO;SÃO PAULO;SP;DEFERIDO;07.093.276/0001-00;FLAMMA PRODUÇÕES AUDIOVISUAIS LTDA.;0,0;0,0;0,0;0,0;0,0;4950000,0;0,0;4950000,0;12/07/2021;30/08/2022
16-0415; SE EU CONTAR, VOCÊ ESCUTA? (EX  VOZES NO SILÊNCIO);BRUMADINHO;MG;DEFERIDO;07.110.153/0001-30;T'AI CRIAÇÃO E PRODUÇÃO LTDA;0,0;0,0;500000,0;0,0;0,0;0,0;0,0;500000,0;29/07/2016;08/02/2018
14-0413;O BUSCADOR (EX O SEGREDO DE GIOVANNI);RIO DE JANEIRO;RJ;DEFERIDO;07.125.823/0001-92;BERNY FILMES PROJETOS ARTÍSTICOS E CULTURAIS LTDA - ME;0,0;0,0;1000000,0;0,0;0,0;0,0;0,0;1000000,0;14/10/2014;15/06/2016
11-0389;Meus Dias de Rock (Ex - A Banda - Na Trilha do Rock);RIO DE JANEIRO;RJ;DEFERIDO;07.125.823/0001-92;BERNY FILMES PROJETOS ARTÍSTICOS E CULTURAIS LTDA - ME;0,0;0,0;2737000,0;0,0;0,0;0,0;0,0;2737000,0;14/12/2011;08/02/2013
